county_id,county_name,year,production_t,harvested_area_ha,active_yield_t_per_ha,label_method,reconciliation_status,source_vintage,source_snapshot_id,provisional,split,usable_for_modelling
kakamega,Kakamega,2014,205580.01,81833.0,2.5121871531,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
kericho,Kericho,2014,113246.6,41160.0,2.75137512148,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
kiambu,Kiambu,2014,79882.61,30103.0,2.65361757964,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
kilifi,Kilifi,2014,30073.98,29950.0,1.00413956594,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
kirinyaga,Kirinyaga,2014,53227.02,18047.0,2.94935390979,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
kisii,Kisii,2014,94388.14,42299.0,2.23144589707,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
kisumu,Kisumu,2014,35399.43,28710.0,1.23369613375,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
kitui,Kitui,2014,38180.92,38079.0,1.00267680349,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
kwale,Kwale,2014,10845.48,13785.0,0.786758795792,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
laikipia,Laikipia,2014,88136.72,40920.0,2.15387878788,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
lamu,Lamu,2014,2789.45,3655.0,0.763187414501,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
machakos,Machakos,2014,87969.7,64203.0,1.37017896438,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
makueni,Makueni,2014,48642.74,46788.0,1.03964435325,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
mandera,Mandera,2014,172.48,106.0,1.62716981132,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
marsabit,Marsabit,2014,531.87,585.0,0.909179487179,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
meru,Meru,2014,250011.96,85860.0,2.91138877242,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
migori,Migori,2014,88321.85,43626.0,2.02452528309,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
mombasa,Mombasa,2014,0.0,0.0,,reported,unusable_division_by_zero,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,false
muranga,Murang'a,2014,96530.34,37207.0,2.59441502943,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
nairobi,Nairobi,2014,6888.06,4693.0,1.46797464309,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
nakuru,Nakuru,2014,339085.12,132860.0,2.55222414421,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
nandi,Nandi,2014,234236.18,78654.0,2.978065197,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
narok,Narok,2014,248965.65,91010.0,2.73560652676,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
nyamira,Nyamira,2014,67595.32,28233.0,2.39417702688,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
nyandarua,Nyandarua,2014,126562.42,51528.0,2.45657215456,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
nyeri,Nyeri,2014,103886.72,39408.0,2.63670422249,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
samburu,Samburu,2014,2190.45,1430.0,1.53178321678,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
siaya,Siaya,2014,88634.66,50836.0,1.74353332284,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
taita_taveta,Taita Taveta,2014,20763.49,14137.0,1.468714013,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
tana_river,Tana River,2014,6805.12,4292.0,1.58553681267,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
tharaka_nithi,Tharaka Nithi,2014,81275.34,31559.0,2.57538895339,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
trans_nzoia,Trans Nzoia,2014,456885.12,136842.0,3.33882580348,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
turkana,Turkana,2014,4320.78,4217.0,1.02461086199,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
uasin_gishu,Uasin Gishu,2014,461298.43,140831.0,3.27554484027,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
vihiga,Vihiga,2014,69985.7,30579.0,2.28868635338,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
wajir,Wajir,2014,188.76,169.0,1.11692307692,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
west_pokot,West Pokot,2014,101570.67,46595.0,2.18092928426,reported,consistent,nipfn-workbook-2012-2020,snapshot://raw/nipfn-maize-2012-2020/15a47b6fdc634fab7a69cd7576974d2f9eeb550218389d4a1526dd8123a92ab8.xlsx,false,train,true
